_id,_name,_category,_detailText,_priority,_spriteName,_masterReleaseLabelId
4000058,"Operation: Slump Escape! Ayumu Top 10,000",4,"Operation: Slump Escape! Ayumu Top 10,000",58,title_e_0101_03001_0002,223041904
4000059,"Operation: Slump Escape! Kasumi Top 10,000",4,"Operation: Slump Escape! Kasumi Top 10,000",59,title_e_0101_03002_0002,223041904
4000060,"Operation: Slump Escape! Shizuku Top 10,000",4,"Operation: Slump Escape! Shizuku Top 10,000",60,title_e_0101_03003_0002,223041904
4000061,"Operation: Slump Escape! Karin Top 10,000",4,"Operation: Slump Escape! Karin Top 10,000",61,title_e_0101_03004_0002,223041904
4000062,"Operation: Slump Escape! Ai Top 10,000",4,"Operation: Slump Escape! Ai Top 10,000",62,title_e_0101_03005_0002,223041904
4000063,"Operation: Slump Escape! Kanata Top 10,000",4,"Operation: Slump Escape! Kanata Top 10,000",63,title_e_0101_03006_0002,223041904
4000064,"Operation: Slump Escape! Setsuna Top 10,000",4,"Operation: Slump Escape! Setsuna Top 10,000",64,title_e_0101_03007_0002,223041904
4000065,"Operation: Slump Escape! Emma Top 10,000",4,"Operation: Slump Escape! Emma Top 10,000",65,title_e_0101_03008_0002,223041904
4000066,"Operation: Slump Escape! Rina Top 10,000",4,"Operation: Slump Escape! Rina Top 10,000",66,title_e_0101_03009_0002,223041904
4000067,"Operation: Slump Escape! Shioriko Top 10,000",4,"Operation: Slump Escape! Shioriko Top 10,000",67,title_e_0101_03010_0002,223041904
4000068,"Operation: Slump Escape! Mia Top 10,000",4,"Operation: Slump Escape! Mia Top 10,000",68,title_e_0101_03011_0002,223041904
4000069,"Operation: Slump Escape! Lanzhu Top 10,000",4,"Operation: Slump Escape! Lanzhu Top 10,000",69,title_e_0101_03012_0002,223041904
4000070,"Operation: Slump Escape! Kanon Top 10,000",4,"Operation: Slump Escape! Kanon Top 10,000",70,title_e_0101_04001_0002,223041904
4000071,"Operation: Slump Escape! Keke Top 10,000",4,"Operation: Slump Escape! Keke Top 10,000",71,title_e_0101_04002_0002,223041904
4000072,"Operation: Slump Escape! Chisato Top 10,000",4,"Operation: Slump Escape! Chisato Top 10,000",72,title_e_0101_04003_0002,223041904
4000073,"Operation: Slump Escape! Sumire Top 10,000",4,"Operation: Slump Escape! Sumire Top 10,000",73,title_e_0101_04004_0002,223041904
4000074,"Operation: Slump Escape! Ren Top 10,000",4,"Operation: Slump Escape! Ren Top 10,000",74,title_e_0101_04005_0002,223041904
4000075,"Operation: Slump Escape! Kinako Top 10,000",4,"Operation: Slump Escape! Kinako Top 10,000",75,title_e_0101_04006_0002,223041904
4000076,"Operation: Slump Escape! Mei Top 10,000",4,"Operation: Slump Escape! Mei Top 10,000",76,title_e_0101_04007_0002,223041904
4000077,"Operation: Slump Escape! Shiki Top 10,000",4,"Operation: Slump Escape! Shiki Top 10,000",77,title_e_0101_04008_0002,223041904
4000078,"Operation: Slump Escape! Natsumi Top 10,000",4,"Operation: Slump Escape! Natsumi Top 10,000",78,title_e_0101_04009_0002,223041904
4000079,"Operation: Slump Escape! Honoka Top 30,000",4,"Operation: Slump Escape! Honoka Top 30,000",79,title_e_0101_01001_0003,223041904
4000080,"Operation: Slump Escape! Eli Top 30,000",4,"Operation: Slump Escape! Eli Top 30,000",80,title_e_0101_01002_0003,223041904
4000081,"Operation: Slump Escape! Kotori Top 30,000",4,"Operation: Slump Escape! Kotori Top 30,000",81,title_e_0101_01003_0003,223041904
4000082,"Operation: Slump Escape! Umi Top 30,000",4,"Operation: Slump Escape! Umi Top 30,000",82,title_e_0101_01004_0003,223041904
4000083,"Operation: Slump Escape! Rin Top 30,000",4,"Operation: Slump Escape! Rin Top 30,000",83,title_e_0101_01005_0003,223041904
4000084,"Operation: Slump Escape! Maki Top 30,000",4,"Operation: Slump Escape! Maki Top 30,000",84,title_e_0101_01006_0003,223041904
4000085,"Operation: Slump Escape! Nozomi Top 30,000",4,"Operation: Slump Escape! Nozomi Top 30,000",85,title_e_0101_01007_0003,223041904
4000086,"Operation: Slump Escape! Hanayo Top 30,000",4,"Operation: Slump Escape! Hanayo Top 30,000",86,title_e_0101_01008_0003,223041904
4000087,"Operation: Slump Escape! Nico Top 30,000",4,"Operation: Slump Escape! Nico Top 30,000",87,title_e_0101_01009_0003,223041904
4000088,"Operation: Slump Escape! Chika Top 30,000",4,"Operation: Slump Escape! Chika Top 30,000",88,title_e_0101_02001_0003,223041904
4000089,"Operation: Slump Escape! Riko Top 30,000",4,"Operation: Slump Escape! Riko Top 30,000",89,title_e_0101_02002_0003,223041904
4000090,"Operation: Slump Escape! Kanan Top 30,000",4,"Operation: Slump Escape! Kanan Top 30,000",90,title_e_0101_02003_0003,223041904
4000091,"Operation: Slump Escape! Dia Top 30,000",4,"Operation: Slump Escape! Dia Top 30,000",91,title_e_0101_02004_0003,223041904
4000092,"Operation: Slump Escape! You Top 30,000",4,"Operation: Slump Escape! You Top 30,000",92,title_e_0101_02005_0003,223041904
4000093,"Operation: Slump Escape! Yoshiko Top 30,000",4,"Operation: Slump Escape! Yoshiko Top 30,000",93,title_e_0101_02006_0003,223041904
4000094,"Operation: Slump Escape! Hanamaru Top 30,000",4,"Operation: Slump Escape! Hanamaru Top 30,000",94,title_e_0101_02007_0003,223041904
4000095,"Operation: Slump Escape! Mari Top 30,000",4,"Operation: Slump Escape! Mari Top 30,000",95,title_e_0101_02008_0003,223041904
4000096,"Operation: Slump Escape! Ruby Top 30,000",4,"Operation: Slump Escape! Ruby Top 30,000",96,title_e_0101_02009_0003,223041904
4000097,"Operation: Slump Escape! Ayumu Top 30,000",4,"Operation: Slump Escape! Ayumu Top 30,000",97,title_e_0101_03001_0003,223041904
4000098,"Operation: Slump Escape! Kasumi Top 30,000",4,"Operation: Slump Escape! Kasumi Top 30,000",98,title_e_0101_03002_0003,223041904
4000099,"Operation: Slump Escape! Shizuku Top 30,000",4,"Operation: Slump Escape! Shizuku Top 30,000",99,title_e_0101_03003_0003,223041904
4000100,"Operation: Slump Escape! Karin Top 30,000",4,"Operation: Slump Escape! Karin Top 30,000",100,title_e_0101_03004_0003,223041904
4000101,"Operation: Slump Escape! Ai Top 30,000",4,"Operation: Slump Escape! Ai Top 30,000",101,title_e_0101_03005_0003,223041904
4000102,"Operation: Slump Escape! Kanata Top 30,000",4,"Operation: Slump Escape! Kanata Top 30,000",102,title_e_0101_03006_0003,223041904
4000103,"Operation: Slump Escape! Setsuna Top 30,000",4,"Operation: Slump Escape! Setsuna Top 30,000",103,title_e_0101_03007_0003,223041904
4000104,"Operation: Slump Escape! Emma Top 30,000",4,"Operation: Slump Escape! Emma Top 30,000",104,title_e_0101_03008_0003,223041904
4000105,"Operation: Slump Escape! Rina Top 30,000",4,"Operation: Slump Escape! Rina Top 30,000",105,title_e_0101_03009_0003,223041904
4000106,"Operation: Slump Escape! Shioriko Top 30,000",4,"Operation: Slump Escape! Shioriko Top 30,000",106,title_e_0101_03010_0003,223041904
4000107,"Operation: Slump Escape! Mia Top 30,000",4,"Operation: Slump Escape! Mia Top 30,000",107,title_e_0101_03011_0003,223041904
4000108,"Operation: Slump Escape! Lanzhu Top 30,000",4,"Operation: Slump Escape! Lanzhu Top 30,000",108,title_e_0101_03012_0003,223041904
4000109,"Operation: Slump Escape! Kanon Top 30,000",4,"Operation: Slump Escape! Kanon Top 30,000",109,title_e_0101_04001_0003,223041904
4000110,"Operation: Slump Escape! Keke Top 30,000",4,"Operation: Slump Escape! Keke Top 30,000",110,title_e_0101_04002_0003,223041904
4000111,"Operation: Slump Escape! Chisato Top 30,000",4,"Operation: Slump Escape! Chisato Top 30,000",111,title_e_0101_04003_0003,223041904
4000112,"Operation: Slump Escape! Sumire Top 30,000",4,"Operation: Slump Escape! Sumire Top 30,000",112,title_e_0101_04004_0003,223041904
4000113,"Operation: Slump Escape! Ren Top 30,000",4,"Operation: Slump Escape! Ren Top 30,000",113,title_e_0101_04005_0003,223041904
4000114,"Operation: Slump Escape! Kinako Top 30,000",4,"Operation: Slump Escape! Kinako Top 30,000",114,title_e_0101_04006_0003,223041904
4000115,"Operation: Slump Escape! Mei Top 30,000",4,"Operation: Slump Escape! Mei Top 30,000",115,title_e_0101_04007_0003,223041904
4000116,"Operation: Slump Escape! Shiki Top 30,000",4,"Operation: Slump Escape! Shiki Top 30,000",116,title_e_0101_04008_0003,223041904
4000117,"Operation: Slump Escape! Natsumi Top 30,000",4,"Operation: Slump Escape! Natsumi Top 30,000",117,title_e_0101_04009_0003,223041904
4000118,Take a Look at Our Town: Honoka TOP 100,4,Take a Look at Our Town: Honoka TOP 100,118,title_e_0102_01001_0001,223043005
4000119,Take a Look at Our Town: Eli Top 100,4,Take a Look at Our Town: Eli Top 100,119,title_e_0102_01002_0001,223043005
4000120,Take a Look at Our Town: Kotori Top 100,4,Take a Look at Our Town: Kotori Top 100,120,title_e_0102_01003_0001,223043005
4000121,Take a Look at Our Town: Umi Top 100,4,Take a Look at Our Town: Umi Top 100,121,title_e_0102_01004_0001,223043005
4000122,Take a Look at Our Town: Rin Top 100,4,Take a Look at Our Town: Rin Top 100,122,title_e_0102_01005_0001,223043005
4000123,Take a Look at Our Town: Maki Top 100,4,Take a Look at Our Town: Maki Top 100,123,title_e_0102_01006_0001,223043005
4000124,Take a Look at Our Town: Nozomi Top 100,4,Take a Look at Our Town: Nozomi Top 100,124,title_e_0102_01007_0001,223043005
4000125,Take a Look at Our Town: Hanayo Top 100,4,Take a Look at Our Town: Hanayo Top 100,125,title_e_0102_01008_0001,223043005
4000126,Take a Look at Our Town: Nico Top 100,4,Take a Look at Our Town: Nico Top 100,126,title_e_0102_01009_0001,223043005
4000127,Take a Look at Our Town: Chika Top 100,4,Take a Look at Our Town: Chika Top 100,127,title_e_0102_02001_0001,223043005
4000128,Take a Look at Our Town: Riko Top 100,4,Take a Look at Our Town: Riko Top 100,128,title_e_0102_02002_0001,223043005
4000129,Take a Look at Our Town: Kanan Top 100,4,Take a Look at Our Town: Kanan Top 100,129,title_e_0102_02003_0001,223043005
4000130,Take a Look at Our Town: Dia Top 100,4,Take a Look at Our Town: Dia Top 100,130,title_e_0102_02004_0001,223043005
4000131,Take a Look at Our Town: You Top 100,4,Take a Look at Our Town: You Top 100,131,title_e_0102_02005_0001,223043005
4000132,Take a Look at Our Town: Yoshiko Top 100,4,Take a Look at Our Town: Yoshiko Top 100,132,title_e_0102_02006_0001,223043005
4000133,Take a Look at Our Town: Hanamaru Top 100,4,Take a Look at Our Town: Hanamaru Top 100,133,title_e_0102_02007_0001,223043005
4000134,Take a Look at Our Town: Mari Top 100,4,Take a Look at Our Town: Mari Top 100,134,title_e_0102_02008_0001,223043005
4000135,Take a Look at Our Town: Ruby Top 100,4,Take a Look at Our Town: Ruby Top 100,135,title_e_0102_02009_0001,223043005
4000136,Take a Look at Our Town: Ayumu Top 100,4,Take a Look at Our Town: Ayumu Top 100,136,title_e_0102_03001_0001,223043005
4000137,Take a Look at Our Town: Kasumi Top 100,4,Take a Look at Our Town: Kasumi Top 100,137,title_e_0102_03002_0001,223043005
4000138,Take a Look at Our Town: Shizuku Top 100,4,Take a Look at Our Town: Shizuku Top 100,138,title_e_0102_03003_0001,223043005
4000139,Take a Look at Our Town: Karin Top 100,4,Take a Look at Our Town: Karin Top 100,139,title_e_0102_03004_0001,223043005
4000140,Take a Look at Our Town: Ai Top 100,4,Take a Look at Our Town: Ai Top 100,140,title_e_0102_03005_0001,223043005
4000141,Take a Look at Our Town: Kanata Top 100,4,Take a Look at Our Town: Kanata Top 100,141,title_e_0102_03006_0001,223043005
4000142,Take a Look at Our Town: Setsuna Top 100,4,Take a Look at Our Town: Setsuna Top 100,142,title_e_0102_03007_0001,223043005
4000143,Take a Look at Our Town: Emma Top 100,4,Take a Look at Our Town: Emma Top 100,143,title_e_0102_03008_0001,223043005
4000144,Take a Look at Our Town: Rina Top 100,4,Take a Look at Our Town: Rina Top 100,144,title_e_0102_03009_0001,223043005
4000145,Take a Look at Our Town: Shioriko Top 100,4,Take a Look at Our Town: Shioriko Top 100,145,title_e_0102_03010_0001,223043005
4000146,Take a Look at Our Town: Mia Top 100,4,Take a Look at Our Town: Mia Top 100,146,title_e_0102_03011_0001,223043005
4000147,Take a Look at Our Town: Lanzhu Top 100,4,Take a Look at Our Town: Lanzhu Top 100,147,title_e_0102_03012_0001,223043005
4000148,Take a Look at Our Town: Kanon Top 100,4,Take a Look at Our Town: Kanon Top 100,148,title_e_0102_04001_0001,223043005
4000149,Take a Look at Our Town: Keke Top 100,4,Take a Look at Our Town: Keke Top 100,149,title_e_0102_04002_0001,223043005
4000150,Take a Look at Our Town: Chisato Top 100,4,Take a Look at Our Town: Chisato Top 100,150,title_e_0102_04003_0001,223043005
4000151,Take a Look at Our Town: Sumire Top 100,4,Take a Look at Our Town: Sumire Top 100,151,title_e_0102_04004_0001,223043005
4000152,Take a Look at Our Town: Ren Top 100,4,Take a Look at Our Town: Ren Top 100,152,title_e_0102_04005_0001,223043005
4000153,Take a Look at Our Town: Kinako Top 100,4,Take a Look at Our Town: Kinako Top 100,153,title_e_0102_04006_0001,223043005
4000154,Take a Look at Our Town: Mei Top 100,4,Take a Look at Our Town: Mei Top 100,154,title_e_0102_04007_0001,223043005
4000155,Take a Look at Our Town: Shiki Top 100,4,Take a Look at Our Town: Shiki Top 100,155,title_e_0102_04008_0001,223043005
4000156,Take a Look at Our Town: Natsumi Top 100,4,Take a Look at Our Town: Natsumi Top 100,156,title_e_0102_04009_0001,223043005
4000157,Take a Look at Our Town: Honoka Top 10000,4,Take a Look at Our Town: Honoka Top 10000,157,title_e_0102_01001_0002,223043005
4000158,Take a Look at Our Town: Eli Top 10000,4,Take a Look at Our Town: Eli Top 10000,158,title_e_0102_01002_0002,223043005
4000159,Take a Look at Our Town: Kotori Top 10000,4,Take a Look at Our Town: Kotori Top 10000,159,title_e_0102_01003_0002,223043005
4000160,Take a Look at Our Town: Umi Top 10000,4,Take a Look at Our Town: Umi Top 10000,160,title_e_0102_01004_0002,223043005
4000161,Take a Look at Our Town: Rin Top 10000,4,Take a Look at Our Town: Rin Top 10000,161,title_e_0102_01005_0002,223043005
4000162,Take a Look at Our Town: Maki Top 10000,4,Take a Look at Our Town: Maki Top 10000,162,title_e_0102_01006_0002,223043005
4000163,Take a Look at Our Town: Nozomi Top 10000,4,Take a Look at Our Town: Nozomi Top 10000,163,title_e_0102_01007_0002,223043005
4000164,Take a Look at Our Town: Hanayo Top 10000,4,Take a Look at Our Town: Hanayo Top 10000,164,title_e_0102_01008_0002,223043005
4000165,Take a Look at Our Town: Nico Top 10000,4,Take a Look at Our Town: Nico Top 10000,165,title_e_0102_01009_0002,223043005
4000166,Take a Look at Our Town: Chika Top 10000,4,Take a Look at Our Town: Chika Top 10000,166,title_e_0102_02001_0002,223043005
4000167,Take a Look at Our Town: Riko Top 10000,4,Take a Look at Our Town: Riko Top 10000,167,title_e_0102_02002_0002,223043005
4000168,Take a Look at Our Town: Kanan Top 10000,4,Take a Look at Our Town: Kanan Top 10000,168,title_e_0102_02003_0002,223043005
4000169,Take a Look at Our Town: Dia Top 10000,4,Take a Look at Our Town: Dia Top 10000,169,title_e_0102_02004_0002,223043005
4000170,Take a Look at Our Town: You Top 10000,4,Take a Look at Our Town: You Top 10000,170,title_e_0102_02005_0002,223043005
4000171,Take a Look at Our Town: Yoshiko Top 10000,4,Take a Look at Our Town: Yoshiko Top 10000,171,title_e_0102_02006_0002,223043005
4000172,Take a Look at Our Town: Hanamaru Top 10000,4,Take a Look at Our Town: Hanamaru Top 10000,172,title_e_0102_02007_0002,223043005
4000173,Take a Look at Our Town: Mari Top 10000,4,Take a Look at Our Town: Mari Top 10000,173,title_e_0102_02008_0002,223043005
4000174,Take a Look at Our Town: Ruby Top 10000,4,Take a Look at Our Town: Ruby Top 10000,174,title_e_0102_02009_0002,223043005
4000175,Take a Look at Our Town: Ayumu Top 10000,4,Take a Look at Our Town: Ayumu Top 10000,175,title_e_0102_03001_0002,223043005
4000176,Take a Look at Our Town: Kasumi Top 10000,4,Take a Look at Our Town: Kasumi Top 10000,176,title_e_0102_03002_0002,223043005
4000177,Take a Look at Our Town: Shizuku Top 10000,4,Take a Look at Our Town: Shizuku Top 10000,177,title_e_0102_03003_0002,223043005
4000178,Take a Look at Our Town: Karin Top 10000,4,Take a Look at Our Town: Karin Top 10000,178,title_e_0102_03004_0002,223043005
4000179,Take a Look at Our Town: Ai Top 10000,4,Take a Look at Our Town: Ai Top 10000,179,title_e_0102_03005_0002,223043005
4000180,Take a Look at Our Town: Kanata Top 10000,4,Take a Look at Our Town: Kanata Top 10000,180,title_e_0102_03006_0002,223043005
4000181,Take a Look at Our Town: Setsuna Top 10000,4,Take a Look at Our Town: Setsuna Top 10000,181,title_e_0102_03007_0002,223043005
4000182,Take a Look at Our Town: Emma Top 10000,4,Take a Look at Our Town: Emma Top 10000,182,title_e_0102_03008_0002,223043005
4000183,Take a Look at Our Town: Rina Top 10000,4,Take a Look at Our Town: Rina Top 10000,183,title_e_0102_03009_0002,223043005
4000184,Take a Look at Our Town: Shioriko Top 10000,4,Take a Look at Our Town: Shioriko Top 10000,184,title_e_0102_03010_0002,223043005
4000185,Take a Look at Our Town: Mia Top 10000,4,Take a Look at Our Town: Mia Top 10000,185,title_e_0102_03011_0002,223043005
4000186,Take a Look at Our Town: Lanzhu Top 10000,4,Take a Look at Our Town: Lanzhu Top 10000,186,title_e_0102_03012_0002,223043005
